Brand,Price,Processor_Brand,RAM_Expandable,RAM_Capacity,RAM_TYPE(DDR),Display_type,GPU_Brand,HDD(GB),Processor_Category,Display_Tier,GPU_Tier,Processor_Speed(Ghz),SSD(GB)
Lenovo,110778.5,AMD,No,8,4,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,2.5,512
HP,244965.0,Intel,Yes,8,4,LCD,NVIDIA,0,Intel I5,Large,Mid-end,4.5,512
MSI,111965.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
Acer,318465.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,3.0,512
Lenovo,167965.0,AMD,No,16,4,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,2.0,512
HP,216965.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
HP,100796.5,Intel,Yes,8,4,LCD,Intel,0,Intel Pentium,Small,Entry-level,3.5,256
Dell,142975.0,Intel,Yes,8,4,LED,Intel,1024,Intel I3,Small,Entry-level,3.0,256
HP,119259.0,AMD,No,8,4,LED,AMD,0,AMD Ryzen 3,Small,Entry-level,2.5,512
HP,95865.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,4.0,512
Dell,139296.5,Intel,Yes,4,4,LED,Intel,0,Intel I3,Small,Entry-level,1.5,256
ASUS,164465.0,Intel,No,8,LP4,LCD,Intel,0,Intel I3,Small,Entry-level,3.0,256
Other,164465.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,2.5,512
HP,222831.0,AMD,No,16,5,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,3.0,512
HP,252665.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,2.5,512
Dell,111965.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.5,512
ASUS,115465.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,3.5,256
Dell,171465.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,3.5,512
Acer,192465.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Low-end,2.5,512
Lenovo,243250.0,Intel,No,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,4.0,256
Dell,223965.0,Intel,Yes,8,4,LCD,Intel,1024,Intel I5,Small,Entry-level,3.5,256
Lenovo,395496.5,AMD,Yes,16,4,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.5,512
Dell,157496.5,Intel,Yes,8,4,LED,Intel,0,Intel I5,Small,Low-end,2.5,512
MSI,170765.0,Intel,Yes,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.0,512
ASUS,153429.5,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
HP,209996.5,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Low-end,4.5,1024
HP,306400.5,Intel,Yes,16,4,LCD,Intel,0,Intel I7,Small,Low-end,2.5,1024
Lenovo,184989.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
Dell,269496.5,Intel,Yes,8,4,LED,Intel,0,Intel I5,Small,Low-end,2.5,512
MSI,325465.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,4.5,512
HP,199496.5,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Entry-level,3.5,512
ASUS,150465.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,1.0,512
Other,139965.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,256
MSI,155816.5,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.0,512
Lenovo,238000.0,AMD,Yes,8,4,LED,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.0,512
Dell,143850.0,Intel,No,8,4,LED,Intel,1024,Intel I3,Small,Entry-level,1.0,0
HP,273000.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
HP,261530.5,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
HP,92365.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 3,Small,Low-end,1.0,512
Other,139965.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
Lenovo,251825.0,Intel,No,8,4,LED,NVIDIA,0,Intel I5,Small,Mid-end,3.0,512
Dell,117498.5,AMD,Yes,8,4,LCD,AMD,1024,AMD Ryzen 3,Small,Entry-level,2.5,0
ASUS,227465.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Entry-level,2.5,512
Other,132965.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Low-end,2.5,512
Dell,153965.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,2.5,512
Lenovo,234465.0,Intel,Yes,16,LP5,LCD,Intel,0,Intel I5,Large,Low-end,2.5,512
Acer,524965.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Large,Mid-end,2.0,1024
Lenovo,223965.0,AMD,Yes,8,5,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
Lenovo,174982.5,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,256
Acer,173008.5,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Low-end,2.5,512
ASUS,386715.0,AMD,Yes,16,4,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,4.5,512
Lenovo,349387.5,AMD,Yes,16,4,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,4.0,1024
HP,234496.5,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.0,512
HP,314965.0,Intel,No,16,4,LED,Intel,0,Intel I7,Small,Low-end,4.5,1024
Acer,384965.0,Intel,Yes,16,4,LED,NVIDIA,1024,Intel I5,Small,Mid-end,2.5,128
HP,150496.5,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
Dell,136363.5,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,2.5,256
ASUS,199465.0,Intel,Yes,16,4,LCD,Intel,0,Intel I7,Small,Low-end,3.0,512
Dell,165154.5,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,2.5,256
MSI,150465.0,Intel,No,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,4.0,512
Dell,148015.0,Intel,Yes,4,4,LCD,Intel,1024,Intel I3,Small,Entry-level,1.0,256
Lenovo,247800.0,Intel,No,8,4,LCD,NVIDIA,1024,Intel I5,Small,Mid-end,3.0,256
Dell,220496.5,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Entry-level,1.5,512
Lenovo,80465.0,AMD,Yes,4,4,LCD,AMD,0,AMD Athlon,Small,Entry-level,2.5,256
Lenovo,220496.5,Intel,No,16,4,LED,NVIDIA,0,Intel I5,Small,Low-end,2.5,512
HP,85746.5,AMD,No,4,3,LED,AMD,1024,AMD Other,Small,Entry-level,2.0,0
Lenovo,297465.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,3.5,512
ASUS,227465.0,AMD,No,16,4,LED,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,512
HP,174996.5,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
HP,213150.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Entry-level,2.5,512
Dell,191621.5,Intel,Yes,8,4,LCD,Intel,1024,Intel I5,Small,Entry-level,2.5,256
Lenovo,216965.0,Intel,Yes,16,LP5,LCD,Intel,0,Intel I5,Large,Entry-level,2.0,512
ASUS,227465.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
ASUS,223965.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,2.5,512
ASUS,202965.0,AMD,No,16,4,LCD,AMD,0,AMD Ryzen 5,Large,Low-end,3.0,512
Dell,199496.5,Intel,Yes,8,4,LED,NVIDIA,0,Intel I5,Small,Low-end,2.5,512
HP,280406.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
Lenovo,104965.0,AMD,Yes,4,4,LCD,AMD,0,AMD Athlon,Small,Entry-level,2.5,256
Dell,142803.5,Intel,Yes,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,256
Lenovo,286965.0,AMD,Yes,16,4,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.0,512
HP,157465.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Low-end,3.5,512
HP,152211.5,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.5,512
Lenovo,160965.0,Intel,Yes,8,LP5,LCD,Intel,0,Intel I3,Small,Entry-level,3.5,512
MSI,304465.0,Intel,No,16,4,LCD,NVIDIA,1024,Intel I5,Small,Mid-end,3.5,256
Lenovo,213150.0,AMD,Yes,8,4,LED,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.0,512
HP,293965.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,3.5,1024
Lenovo,87552.5,AMD,No,4,4,LED,AMD,1024,AMD A-Series,Small,Entry-level,2.5,0
Lenovo,84175.0,AMD,Yes,4,4,LCD,AMD,0,AMD Athlon,Small,Entry-level,2.5,256
HP,276150.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Entry-level,3.5,1024
Dell,184800.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
Other,111965.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
ASUS,230965.0,AMD,Yes,16,4,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,4.0,512
Acer,185150.0,Intel,No,8,4,LED,Intel,1024,Intel I5,Small,Low-end,2.5,0
Dell,194246.5,Intel,Yes,4,4,LED,Intel,1024,Intel I5,Small,Low-end,4.0,256
Samsung,216965.0,Intel,No,16,4,LED,Intel,0,Intel I7,Small,Low-end,4.5,512
Other,178465.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,2.5,512
ASUS,134400.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.0,512
Other,185465.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,2.5,1024
ASUS,220465.0,Intel,Yes,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,2.5,1024
Dell,166215.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,4.0,512
HP,284196.5,Intel,No,16,LP4,LCD,Intel,0,Intel I5,Small,Low-end,2.5,512
ASUS,185465.0,AMD,No,16,4,LCD,AMD,0,AMD Ryzen 5,Large,Entry-level,3.5,512
Acer,107551.5,Intel,No,8,4,LED,Intel,0,Intel I3,Small,Entry-level,4.0,256
Dell,243950.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,3.5,512
Lenovo,90996.5,Intel,No,4,4,LCD,Intel,0,Intel Celeron,Small,Entry-level,3.0,256
Dell,137462.5,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,256
Lenovo,213465.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Low-end,2.5,512
Acer,111965.0,Intel,No,8,LP4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
Dell,231752.5,AMD,Yes,8,5,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
Other,160965.0,Intel,No,16,LP4,LCD,Intel,0,Intel I7,Small,Entry-level,1.5,512
Lenovo,220500.0,Intel,No,8,4,LED,NVIDIA,0,Intel I5,Small,Mid-end,3.0,512
Lenovo,197746.5,Intel,Yes,8,4,LED,Intel,0,Intel I5,Small,Entry-level,2.5,512
Lenovo,342965.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Small,Mid-end,2.5,512
Apple,570465.0,Intel,No,8,LP3,LED,Intel,0,Intel I5,Small,Low-end,2.5,512
MSI,227465.0,Intel,No,8,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,4.5,512
Acer,255146.5,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,3.5,512
Lenovo,131911.5,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,5.0,256
Dell,243215.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
Apple,381465.0,Apple,No,8,5,LCD,Apple,0,Apple M-series,Small,High-end,3.5,512
Other,314965.0,Intel,No,16,LP4,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
Acer,132615.0,Intel,No,8,4,LED,Intel,1024,Intel I3,Small,Entry-level,2.0,0
ASUS,297465.0,AMD,Yes,8,4,LED,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.0,1024
Lenovo,229414.5,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,2.0,512
Lenovo,152215.0,AMD,Yes,16,LP5,LCD,AMD,0,AMD Ryzen 5,Small,Low-end,3.0,512
Acer,367465.0,Intel,Yes,16,4,LCD,NVIDIA,1024,Intel I7,Small,Mid-end,4.5,512
Other,153965.0,Intel,No,16,LP4,LCD,Intel,0,Intel I5,Large,Low-end,1.5,512
Dell,136465.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,2.5,512
ASUS,125965.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
ASUS,136465.0,Intel,Yes,8,4,LCD,Intel,1024,Intel I3,Small,Entry-level,3.0,256
Other,349965.0,Intel,No,16,LP4,LCD,Intel,0,Intel I7,Small,Low-end,4.5,512
ASUS,132965.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
ASUS,193550.0,AMD,No,16,LP5,LED,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,512
Other,292565.0,Intel,Yes,16,LP4,LCD,Intel,0,Intel I7,Small,Low-end,3.0,512
ASUS,150465.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
ASUS,150465.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
Lenovo,192465.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,1.5,512
Lenovo,185465.0,AMD,Yes,16,4,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,2.0,512
HP,136465.0,AMD,No,8,4,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,2.5,256
Dell,262496.5,Intel,Yes,16,4,LED,Intel,0,Intel I5,Small,Low-end,2.5,512
HP,224724.5,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
Lenovo,195965.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,3.5,512
Lenovo,143500.0,Intel,Yes,8,4,LED,Intel,0,Intel I3,Small,Entry-level,3.0,256
MSI,236775.0,Intel,Yes,8,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,3.5,512
ASUS,537817.0,AMD,No,16,LP5,LCD,NVIDIA,0,AMD Ryzen 9,Small,Mid-end,5.0,1024
Lenovo,199465.0,AMD,No,8,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,2.0,512
Dell,212807.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.5,512
MSI,209965.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
MSI,230965.0,Intel,No,16,4,LCD,NVIDIA,1024,Intel I5,Small,Mid-end,3.5,256
HP,190225.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I5,Small,Low-end,4.0,0
MSI,244965.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,5.0,512
Lenovo,161665.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,2.0,512
HP,120715.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,2.5,512
ASUS,454965.0,AMD,Yes,16,4,LCD,AMD,0,AMD Ryzen 9,Small,High-end,5.0,1024
Lenovo,266700.0,Intel,No,16,4,LED,Intel,0,Intel I5,Small,Low-end,2.5,512
Lenovo,230961.5,Intel,Yes,16,LP5,LCD,Intel,0,Intel I5,Small,Entry-level,1.5,512
Other,234465.0,Intel,No,32,LP5,LCD,Intel,0,Intel I7,Small,Low-end,5.0,1024
ASUS,227465.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Large,Low-end,1.5,512
MSI,269465.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,3.5,512
ASUS,253746.5,Intel,No,16,4,LED,Intel,0,Intel I5,Small,Low-end,4.0,512
Dell,269465.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I5,Small,Low-end,2.5,512
MSI,118965.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.0,512
ASUS,142009.0,Intel,No,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.0,512
Lenovo,301665.0,Intel,Yes,16,LP5,LCD,Intel,0,Intel I7,Large,Low-end,2.5,512
Lenovo,289765.0,Intel,Yes,16,LP5,LED,Intel,0,Intel I7,Small,Entry-level,3.5,512
Other,174965.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,3.0,512
Lenovo,437465.0,Intel,No,16,4,LED,NVIDIA,0,Intel I7,Large,Mid-end,2.0,1024
Lenovo,117250.0,Intel,No,4,4,LED,Intel,1024,Intel I3,Small,Entry-level,1.0,0
Dell,277546.5,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
Lenovo,230965.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,4.0,512
Lenovo,230965.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Low-end,2.5,1024
ASUS,209650.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
HP,269465.0,AMD,Yes,8,4,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,4.0,512
ASUS,213465.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,2.5,512
HP,171496.5,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.0,512
ASUS,279965.0,Intel,No,8,LP3,LED,NVIDIA,0,Intel I5,Small,Low-end,1.5,512
Acer,150465.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,3.0,1024
Lenovo,272650.0,AMD,No,8,4,LED,AMD,0,AMD Ryzen 5,Small,Entry-level,2.0,512
Dell,179546.5,Intel,Yes,8,4,LCD,Intel,1024,Intel I5,Small,Entry-level,2.5,256
Lenovo,231000.0,Intel,No,8,4,LED,Intel,0,Intel I5,Small,Low-end,2.5,512
HP,419965.0,AMD,No,16,4,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,4.0,1024
HP,367465.0,Intel,Yes,16,LP4,LED,Intel,0,Intel I7,Small,Low-end,4.5,1024
Lenovo,278141.5,AMD,No,16,4,LED,AMD,0,AMD Ryzen 7,Small,Entry-level,2.0,512
ASUS,507465.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,4.5,1024
ASUS,167965.0,AMD,No,8,4,LED,AMD,0,AMD Ryzen 5,Small,Entry-level,2.0,512
Lenovo,125965.0,Intel,No,8,4,LCD,Intel,1024,Intel I3,Small,Entry-level,4.0,0
HP,381496.5,Intel,No,16,LP4,LED,Intel,0,Intel I7,Small,Low-end,4.5,512
Lenovo,103215.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,2.5,256
Lenovo,216930.0,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Low-end,2.5,512
Acer,129465.0,AMD,No,16,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,3.0,512
Acer,122115.0,AMD,No,8,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,3.0,512
ASUS,150465.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
ASUS,150465.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
ASUS,150465.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
MSI,227465.0,Intel,No,8,4,LCD,Intel,0,Intel I7,Small,Low-end,3.5,512
Acer,97965.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,256
Lenovo,178500.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,1.5,512
HP,384965.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Large,Mid-end,4.5,512
ASUS,139650.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,1.0,512
Acer,104965.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,4.0,512
Dell,311496.5,Intel,Yes,16,4,LED,Intel,0,Intel I7,Small,Low-end,2.5,512
MSI,272965.0,Intel,Yes,8,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,4.5,512
Acer,216965.0,Intel,No,16,LP4,LCD,Intel,0,Intel I5,Small,Low-end,1.5,512
HP,181296.5,Intel,Yes,16,4,LCD,Intel,0,Intel I5,Small,Entry-level,2.5,512
Dell,124215.0,AMD,Yes,8,4,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,2.5,512
Lenovo,164465.0,Intel,Yes,8,4,LCD,Intel,0,Intel I3,Small,Entry-level,3.0,512
HP,349965.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,3.5,512
ASUS,181965.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Large,Low-end,2.5,512
ASUS,577430.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I7,Small,High-end,2.5,1024
Acer,229215.0,AMD,Yes,8,5,LCD,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
Lenovo,262465.0,Intel,Yes,16,5,LCD,NVIDIA,0,Intel I5,Small,Mid-end,1.5,512
ASUS,152250.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,1.0,256
Lenovo,225746.5,Intel,No,8,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,3.5,512
ASUS,300965.0,AMD,Yes,8,4,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,4.0,512
ASUS,238000.0,Intel,No,16,4,LCD,NVIDIA,0,Intel I5,Small,Mid-end,2.5,512
Lenovo,71939.0,AMD,No,4,4,LED,AMD,1024,AMD A-Series,Small,Entry-level,3.0,0
MSI,251965.0,Intel,Yes,8,4,LED,NVIDIA,1024,Intel I7,Small,Mid-end,2.0,0
ASUS,243215.0,AMD,No,16,4,LCD,AMD,0,AMD Ryzen 7,Large,Low-end,3.0,512
Lenovo,222757.5,AMD,Yes,8,4,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,4.0,512
Lenovo,185465.0,AMD,Yes,16,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,2.0,512
Lenovo,83821.5,Intel,No,4,4,LCD,Intel,0,Intel Celeron,Small,Entry-level,3.0,256
Acer,214599.0,Intel,No,8,4,LCD,NVIDIA,0,Intel I5,Small,Entry-level,3.5,512
Lenovo,272965.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.5,512
Other,463123.5,Intel,No,16,LP5,LCD,Intel,0,Intel I7,Large,Low-end,3.5,512
Lenovo,202965.0,AMD,No,16,4,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,2.0,512
Acer,113046.5,Intel,No,4,4,LED,Intel,0,Intel I3,Small,Entry-level,5.0,256
Lenovo,185465.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Low-end,2.5,512
Other,521500.0,Intel,No,16,LP5,LCD,Intel,0,Intel I7,Small,Low-end,3.5,512
HP,286996.5,Intel,No,16,4,LED,NVIDIA,0,Intel I5,Small,Low-end,4.0,512
Lenovo,90965.0,Intel,No,4,4,LED,Intel,0,Intel Celeron,Small,Entry-level,1.0,256
ASUS,257250.0,AMD,Yes,16,4,LED,NVIDIA,0,AMD Ryzen 5,Small,Mid-end,3.5,512
HP,152246.5,AMD,Yes,8,LP5,LCD,AMD,0,AMD Ryzen 5,Small,Entry-level,4.0,512
HP,83996.5,AMD,No,8,4,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,2.5,512
Samsung,342965.0,Intel,No,16,4,LED,Intel,0,Intel I7,Small,Low-end,4.5,512
Other,248465.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,3.0,512
ASUS,329000.0,Intel,No,8,4,LCD,Intel,0,Intel I5,Small,Low-end,3.5,512
Lenovo,416850.0,AMD,Yes,16,4,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.5,512
ASUS,453561.5,Intel,No,16,4,LCD,NVIDIA,0,Intel I7,Large,Mid-end,4.5,1024
Samsung,314965.0,Intel,No,16,LP4,LED,Intel,0,Intel I5,Small,Low-end,4.0,512
Lenovo,182665.0,AMD,Yes,16,4,LED,AMD,0,AMD Ryzen 5,Small,Entry-level,2.0,512
HP,297465.0,AMD,No,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Large,Mid-end,5.0,512
Other,202965.0,Intel,No,16,LP4,LCD,Intel,0,Intel I7,Small,Low-end,5.0,512
HP,299600.0,Intel,No,16,4,LCD,Intel,0,Intel I7,Small,Low-end,1.5,512
ASUS,89211.5,AMD,No,8,4,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,2.5,256
Dell,137550.0,Intel,Yes,8,4,LED,Intel,0,Intel I3,Small,Entry-level,1.0,256
Lenovo,135450.0,Intel,Yes,8,LP5,LCD,Intel,0,Intel I3,Small,Entry-level,1.5,512
Other,195965.0,Intel,No,8,LP3,LCD,Intel,0,Intel Pentium,Small,Entry-level,3.5,128
HP,325465.0,Intel,No,16,4,LED,Intel,0,Intel I7,Small,Entry-level,3.0,1024
Lenovo,227465.0,AMD,Yes,16,LP4,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,2.0,512
MSI,181965.0,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
ASUS,314965.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,2.5,1024
ASUS,255465.0,AMD,No,16,LP4,LED,AMD,0,AMD Ryzen 5,Small,Entry-level,2.0,512
HP,244996.5,Intel,No,16,4,LCD,Intel,0,Intel I5,Small,Low-end,4.5,512
MSI,209965.0,Intel,Yes,16,4,LCD,Intel,0,Intel I7,Small,Low-end,5.0,512
Lenovo,171465.0,AMD,No,16,4,LCD,AMD,0,AMD Ryzen 7,Small,Entry-level,2.0,512
MSI,316715.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Large,Mid-end,4.5,512
Acer,251650.0,AMD,Yes,16,5,LCD,NVIDIA,0,AMD Ryzen 7,Small,Mid-end,3.0,512
ASUS,136465.0,AMD,Yes,8,5,LCD,AMD,0,AMD Ryzen 3,Small,Entry-level,4.0,512
Dell,523250.0,Intel,Yes,16,4,LCD,NVIDIA,0,Intel I7,Small,Mid-end,3.0,512
Dell,185465.0,Intel,Yes,8,4,LCD,Intel,0,Intel I5,Small,Entry-level,4.0,256
Acer,122465.0,Intel,No,4,4,LED,Intel,0,Intel I3,Small,Entry-level,2.0,256
